1,5.6579,12.957,36.947,26.739,6.1861,7.744
2,5.6579,12.957,36.947,26.739,6.1861,7.744
3,0.5802,0.54753,36.947,26.739,6.1861,6.2279
4,0.5802,0.54753,36.947,26.739,6.1861,6.2279
5,0.079131,0.30424,36.947,0.14401,6.1861,6.2279
6,0.079131,0.30424,0.15581,0.14401,6.1861,6.2279
7,0.079131,0.12518,0.15581,0.14401,6.1861,6.2279
8,0.079131,0.12518,0.15581,0.14401,6.1861,0.1093
9,0.079131,0.12518,0.15581,0.14401,6.1861,0.1093
10,0.079131,0.12518,0.15581,0.14401,6.1861,0.1093
11,0.079131,0.12518,0.15581,0.14401,6.1861,0.1093
12,0.079131,0.12518,0.15581,0.14401,6.1861,0.1093
13,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
14,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
15,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
16,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
17,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
18,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
19,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
20,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
21,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
22,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
23,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
24,0.079131,0.026661,0.15581,0.14401,6.1861,0.1093
25,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
26,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
27,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
28,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
29,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
30,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
31,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
32,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
33,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
34,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
35,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
36,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
37,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
38,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
39,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
40,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
41,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
42,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
43,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
44,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
45,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
46,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
47,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
48,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
49,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
50,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
51,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
52,0.079131,0.0057368,0.15581,0.14401,6.1861,0.1093
53,0.079131,0.0057368,0.15581,0.017864,6.1861,0.1093
54,0.079131,0.0057368,0.15581,0.017864,6.1861,0.1093
55,0.079131,0.0057368,0.15581,0.017864,6.1861,0.1093
56,0.079131,0.0057368,0.15581,0.017864,6.1861,0.1093
57,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
58,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
59,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
60,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
61,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
62,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
63,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
64,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
65,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
66,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
67,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
68,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
69,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
70,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
71,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
72,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
73,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
74,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
75,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
76,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
77,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
78,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
79,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
80,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
81,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
82,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
83,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
84,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
85,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
86,0.079131,0.0057368,0.15581,0.0099085,6.1861,0.1093
87,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
88,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
89,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
90,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
91,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
92,0.0053766,0.0057368,0.15581,0.0099085,6.1861,0.1093
