,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
434,0.47487,0.41322,0.82424,1.6453,0.28011,5.8783
435,2.896,3.5987,0.82424,4.6576,0.28011,5.2881
436,2.896,3.5987,1.0076,0.36882,2.8435,5.0421
437,0.69418,2.578,1.4261,0.663,0.25832,5.2881
438,0.69418,1.3842,1.4261,0.663,0.37584,1.2045
439,3.5411,1.6844,2.0849,2.238,0.25159,1.2045
440,2.807,1.6844,2.0849,2.238,0.25159,0.27882
441,0.17355,0.86149,0.089839,1.6382,0.95814,0.27882
442,1.8787,0.86149,0.089839,1.08,0.82064,4.9162
443,1.8787,0.075612,4.1155,1.0198,0.82064,4.9996
444,0.42042,3.9137,4.1155,1.0751,9.1053,4.9996
445,0.42042,3.9137,11.861,1.0751,0.6548,3.6067
446,0.99033,0.73692,1.0295,2.1198,0.32036,6.2126
447,0.99033,2.8864,2.452,0.074482,0.32036,3.5159
448,2.0757,1.7158,2.452,0.074482,3.001,1.2038
449,2.0757,0.26152,1.2439,4.3442,4.6531,1.2038
450,2.9674,0.26152,4.7012,4.3442,0.95287,3.5341
451,7.0318,1.852,0.4793,1.6759,0.41036,2.6274
452,5.4214,1.852,0.4793,3.1511,0.41036,1.4741
453,5.4214,1.2193,5.5065,5.5837,1.0723,1.4741
454,4.558,0.39822,5.5065,5.5837,1.0723,3.1081
455,0.61189,0.39822,0.69953,0.76935,1.0021,3.1081
456,4.558,0.41694,3.7322,7.672,0.069289,3.3002
457,0.26208,0.41694,1.7162,5.8975,0.069289,3.3002
458,0.20598,3.0514,1.7162,5.5145,0.94538,0.39884
459,0.24574,3.0514,4.1369,5.5145,0.94538,0.39884
460,0.24574,0.34895,3.5972,0.85682,0.3489,2.3263
461,1.3192,0.34895,3.5972,0.85682,0.3489,1.385
462,0.050865,0.51115,1.9435,0.53031,0.30569,0.50659
463,0.050865,0.49427,1.9435,0.16455,0.30569,0.50659
464,2.3192,0.15533,4.8427,0.53031,1.4168,10.408
465,2.1639,0.15533,3.8512,0.33414,2.4198,10.075
466,2.1639,0.90255,0.21445,0.33414,1.5592,10.075
467,0.92634,0.90255,3.8512,3.2633,4.5106,11.627
468,2.8504,3.564,1.053,0.37923,0.50699,0.86631
469,2.8504,1.6592,1.053,1.5923,0.50699,0.64269
470,0.681,0.81778,0.57483,1.0358,1.2767,1.9339
471,0.681,0.81778,0.57483,1.0358,0.10232,1.9339
472,1.3719,0.087102,5.3644,3.7806,0.10232,0.86089
473,1.3719,0.087102,5.3644,5.9993,0.5708,2.418
474,0.56347,1.1504,1.1056,2.1744,0.064415,1.5391
475,0.56347,1.1504,1.1056,2.1744,0.064415,1.5391
476,1.972,1.5872,3.8078,2.487,0.33685,5.072
477,1.972,1.5872,3.8078,2.487,0.33685,1.9204
478,1.8106,4.5977,3.7526,5.2997,1.2499,6.0284
479,0.36422,3.5098,4.0862,0.45086,1.2499,1.8803
480,0.36422,3.5098,1.656,0.10696,1.866,1.8803
481,1.1669,0.67477,4.306,0.10696,0.10504,0.076391
482,1.671,0.67477,4.306,4.0582,0.10504,0.076391
483,1.671,1.4987,1.5519,4.0402,1.3838,3.846
484,0.013689,1.4987,1.5519,1.4633,0.15431,1.8697
485,0.013689,0.34247,0.33165,1.4633,0.15431,0.13637
486,1.8614,0.34247,0.33165,4.1733,0.056741,0.13637
487,0.31155,3.1462,0.95681,2.8201,0.19838,2.1608
488,0.31155,2.5898,0.30008,2.9034,4.4207,0.52347
489,0.63014,0.28925,0.30008,2.9034,5.3239,0.52347
490,0.63014,0.28925,0.28082,0.25742,1.4856,5.4552
491,0.48121,3.1012,0.28082,0.25742,1.4856,2.1786
492,0.48121,0.68273,5.7206,1.6338,0.033884,0.10914
493,0.87102,0.99894,5.7206,1.6338,0.033884,0.10914
494,0.87102,0.15251,0.044393,0.0040525,1.0019,6.8769
495,0.41095,0.15251,0.044393,0.0040525,0.43859,1.83
496,0.41095,1.1274,4.4247,2.8128,0.43859,1.4784
497,2.373,0.29273,1.5017,3.8572,0.97757,0.91941
498,10.003,0.29273,1.4799,3.8572,0.97757,0.91941
499,0.081833,0.49852,1.1618,2.6104,3.126,1.0705
500,7.234,0.49852,0.48277,2.6104,3.126,1.0705
501,12.252,0,3.4684,0,0.34968,3.4101
502,2.2573,0,3.4684,0,0.34968,1.3541
503,2.2573,0,5.3068,0,0.044453,1.3541
504,0.86982,0,15.616,0,0.044453,2.2083
505,0.86982,0,0.22329,0,0.27932,0.79555
506,12.403,0,0.22329,0,0.27932,2.1909
507,2.2355,0,0.90756,0,0.5031,2.9401
508,0.54732,0,0.90756,0,0.79448,3.1761
509,0.54732,0,3.1331,0,0.23396,4.3946
510,2.513,0,1.1613,0,0.87919,2.8724
511,0.77894,0,1.1613,0,2.2719,1.2989
512,0.77894,0,0.10362,0,2.2719,1.2989
513,0.25491,0,0.10362,0,0.92022,0.22234
514,0.25491,0,1.7904,0,0.92022,5.7748
515,0.71528,0,1.7904,0,4.8975,2.8686
516,0.71528,0,1.0903,0,2.6357,1.4214
517,3.0984,0,1.0903,0,0.53813,1.4214
518,5.2514,0,10.543,0,0.53813,3.6807
519,0.45329,0,9.609,0,0.50585,1.5929
520,0.45329,0,5.9426,0,1.3278,0.027628
521,1.7844,0,5.9426,0,0.56387,0.44095
522,1.1632,0,2.9976,0,0.56387,0.44095
523,1.1632,0,2.9976,0,2.0438,7.0751
524,5.1514,0,0.94875,0,2.0438,5.5639
525,2.2265,0,0.39298,0,1.374,1.6355
526,1.6671,0,0.39298,0,3.3624,5.5639
527,1.6671,0,0.48398,0,1.2696,2.2866
528,2.2341,0,0.48398,0,1.2696,0.7073
529,2.2341,0,0.51966,0,0.60077,0.7073
530,1.5451,0,0.51966,0,0.60077,1.254
531,1.5451,0,4.6452,0,0.37302,0.13382
532,2.4603,0,0.56852,0,0.37302,0.30619
533,2.4603,0,2.7968,0,0.19472,1.254
534,3.5219,0,2.7968,0,0.14029,2.9395
535,1.5626,0,0.82267,0,0.14029,1.3916
536,1.5626,0,0.82267,0,0.70223,1.3916
537,2.3535,0,0.41659,0,0.62875,2.4613
538,2.4929,0,0.41659,0,0.19764,2.4613
539,0.52599,0,0.070084,0,0.19764,0.047361
540,0.52599,0,0.070084,0,1.0973,0.29167
541,0.39829,0,5.2812,0,1.2136,0.66958
542,0.39829,0,1.084,0,1.2136,0.99333
543,1.0913,0,1.084,0,2.8186,0.99333
544,1.0913,0,7.884,0,1.8216,0.26726
545,4.073,0,2.6056,0,1.1917,0.26726
546,7.8794,0,7.676,0,2.8186,3.3159
547,7.8794,0,2.6042,0,0.28124,0.61286
548,2.1987,0,0.081601,0,0.28124,0.61286
549,2.1987,0,0.081601,0,2.3073,0.88939
550,1.0886,0,0.58633,0,1.9347,0.28911
551,2.5833,0,3.3555,0,6.8915,7.2345
552,0.059147,0,2.5219,0,1.9852,7.2932
553,0.059147,0,2.5219,0,0.73202,3.2809
554,1.9885,0,0.9391,0,0.73202,0.1831
555,0.33192,0,0.9391,0,0.66304,0.1831
556,0.33192,0,4.8688,0,0.66304,0.62687
557,0.49183,0,2.869,0,5.5368,0.2351
558,3.0871,0,4.8688,0,1.7152,0.2351
559,1.0763,0,4.2799,0,1.5305,0.16787
560,1.0763,0,2.1977,0,1.7152,0.16787
561,1.2241,0,1.8671,0,1.7152,5.7374
562,1.2241,0,1.2162,0,0.31773,4.7592
563,0.95534,0,2.1509,0,1.5657,4.7592
564,2.0995,0,0.73251,0,1.5657,3.6023
565,2.0995,0,0.73251,0,3.7147,4.4735
566,0.76296,0,0.41011,0,0.36804,5.0622
567,0.50037,0,0.41011,0,0.31135,6.3757
568,0.50037,0,0.9397,0,0.31135,2.5125
569,3.1292,0,0.9397,0,2.5026,2.5125
570,3.1292,0,0.088361,0,0.15644,0.2898
571,3.7879,0,0.088361,0,0.64407,0.51953
572,0.24388,0,0.78834,0,0.14215,0.51953
573,0.24388,0,0.78834,0,0.14215,3.3304
574,0.37003,0,3.8543,0,0.12504,1.8901
575,0.37003,0,0.28316,0,2.6361,0.74345
576,2.0087,0,0.28316,0,2.6361,0.74345
577,2.0087,0,0.54851,0,5.0864,5.671
578,2.3594,0,3.419,0,3.8184,5.671
579,1.1927,0,1.1911,0,1.1695,1.2707
580,1.1927,0,1.1911,0,1.0647,2.8974
581,0.46775,0,2.3162,0,0.22944,0.60686
582,0.46775,0,2.3162,0,0.22944,0.60686
583,1.063,0,1.7383,0,2.7656,0.074932
584,1.063,0,1.7383,0,0.03687,0.074932
585,2.0297,0,0.28,0,0.03687,3.6087
586,2.0297,0,0.28,0,0.35744,3.6087
587,0.06277,0,7.21,0,0.35744,4.4434
588,0.06277,0,2.4106,0,1.2114,1.2285
589,5.6199,0,2.4106,0,1.2114,3.1067
590,3.7258,0,1.3765,0,0.31315,3.1067
591,1.4553,0,1.3765,0,0.31315,2.883
592,3.1757,0,1.6138,0,2.4097,0.38215
593,1.3899,0,1.6138,0,1.2365,0.38215
594,4.4477,0,2.1409,0,1.2365,2.2765
595,4.8283,0,3.8705,0,1.749,2.2765
596,4.8283,0,1.9062,0,0.97854,6.2639
597,2.7704,0,2.3378,0,1.8678,0.14011
598,2.3741,0,2.3378,0,1.8678,0.14011
599,2.3741,0,3.8062,0,2.3469,4.1125
600,0.7365,0,2.9707,0,0.21532,4.1125
601,1.0652,0,3.024,0,2.3004,2.2467
602,1.0652,0,2.1002,0,0.31647,5.2658
603,6.4986,0,0.69486,0,0.31647,0.32835
604,1.3509,0,0.69486,0,3.316,0.32835
605,0.39953,0,1.0135,0,1.6135,4.6705
606,0.090283,0,1.0135,0,1.1541,3.5315
607,0.090283,0,7.781,0,1.6135,1.4675
608,3.698,0,0.34729,0,0.96322,1.4675
609,3.698,0,0.34729,0,0.97496,2.0803
610,1.309,0,3.2954,0,1.6135,0.18541
611,0.3273,0,4.3131,0,1.4628,1.2292
612,1.309,0,4.3131,0,0.23652,1.005
613,3.9868,0,1.5163,0,0.23652,2.214
614,1.1457,0,1.7888,0,2.3683,2.214
615,1.1457,0,0.69023,0,1.7148,0.58506
616,1.2399,0,1.0603,0,2.3683,0.58506
617,1.2399,0,1.0626,0,2.6362,1.8672
618,3.2139,0,1.7113,0,1.4103,1.8672
619,0.77566,0,1.7113,0,0.86939,5.7561
620,3.2139,0,2.9252,0,0.86939,3.6107
621,1.6935,0,0.13651,0,1.6806,5.7561
622,3.2139,0,0.13651,0,2.0927,0.23187
623,2.5484,0,0.22725,0,2.0927,0.23187
624,1.253,0,0.22725,0,1.201,1.354
625,1.253,0,7.9044,0,1.0589,1.354
626,0.16072,0,3.5694,0,0.3057,4.5564
627,0.16072,0,0.46086,0,0.3057,0.36681
628,0.49249,0,0.46086,0,3.0644,0.776
629,0.56411,0,7.1012,0,2.15,0.776
630,0.56411,0,0.68116,0,2.15,2.7193
631,4.7002,0,0.68116,0,2.615,4.2035
632,5.591,0,2.8884,0,1.2278,1.2588
633,5.4528,0,2.1643,0,0.75987,1.2588
634,5.4528,0,0.68348,0,0.55634,3.1131
635,1.3423,0,0.3774,0,0.19089,3.1131
636,6.3281,0,0.3774,0,0.19089,1.1554
637,5.0214,0,9.6479,0,0.17552,1.1281
638,5.0214,0,0.39086,0,0.71648,1.1281
639,2.0296,0,0.39086,0,0.71648,0.89486
640,2.0296,0,2.6639,0,0.32117,2.4985
641,6.1432,0,2.2161,0,0.32117,1.5408
642,6.1432,0,0.50437,0,3.2032,1.5408
643,0.054802,0,2.4051,0,3.2032,0.1218
644,0.054802,0,0.45643,0,0.11053,2.2825
645,1.9341,0,0.45643,0,0.11053,2.2825
646,2.76,0,0.84275,0,0.43974,3.5032
647,2.76,0,1.8221,0,0.022949,0.49397
648,4.0077,0,1.756,0,0.022949,0.49397
649,5.5954,0,1.756,0,0.35894,6.4579
650,5.5954,0,7.8644,0,0.35894,1.2585
651,0.55015,0,3.0474,0,2.5749,1.0471
652,0.55015,0,3.0474,0,2.5749,1.0471
653,2.335,0,0.72854,0,2.5422,2.7631
654,0.13763,0,0.70983,0,5.1443,5.8144
655,0.13763,0,0.08236,0,2.9483,4.9707
656,8.6509,0,0.08236,0,2.9483,7.5245
657,0.79406,0,4.3776,0,0.8581,0.63338
658,0.79406,0,0.39357,0,0.8581,0.68571
659,0.83657,0,0.39357,0,0.80974,0.68571
660,0.83657,0,1.8099,0,2.4647,2.5876
661,1.498,0,1.8099,0,2.4647,0.94245
662,1.498,0,0.40577,0,0.55762,1.7639
663,5.7662,0,0.40577,0,0.55762,4.0392
664,0.65489,0,0.57642,0,0.78075,1.7206
665,4.6457,0,1.3561,0,0.89704,1.7206
666,0.24827,0,1.3561,0,0.013239,1.0294
667,2.0977,0,6.0821,0,1.931,1.0294
668,1.9123,0,1.8401,0,1.1709,0.78854
669,1.9123,0,1.8401,0,0.063903,0.082513
670,1.9677,0,1.1421,0,1.1709,0.082513
671,1.9677,0,1.1421,0,1.1709,6.2587
672,3.4312,0,9.7513,0,1.017,2.1785
673,0.68592,0,9.7513,0,0.75234,0.84888
674,0.68592,0,1.1609,0,0.75234,3.1253
675,0.61229,0,4.9492,0,1.4255,2.6019
676,0.61229,0,0.42842,0,1.4255,3.1253
677,3.4343,0,0.42842,0,4.2146,3.4249
678,0.17233,0,7.6213,0,0.47874,3.4249
679,0.17233,0,2.6414,0,0.47874,4.3958
680,4.4225,0,2.5294,0,1.7509,1.5492
681,4.4225,0,2.6414,0,2.694,1.5492
682,0.37066,0,0.69663,0,0.41585,3.3382
683,5.2575,0,0.69663,0,1.5107,3.5287
684,1.1772,0,0.81268,0,1.5107,3.5287
685,1.1772,0,0.81268,0,6.0065,1.3763
686,0.13817,0,1.4311,0,5.0385,1.3763
687,0.006178,0,1.4311,0,0.81257,1.7896
688,0.006178,0,2.0133,0,1.4666,1.7896
689,0.17126,0,6.1484,0,0.20047,0.66594
690,0.7971,0,3.658,0,0.20047,0.66594
691,0.7971,0,3.658,0,0.10747,2.2268
692,5.4427,0,0.82718,0,0.10747,2.2268
693,5.4427,0,0.82718,0,1.1895,6.1714
694,1.8005,0,1.028,0,0.16612,6.1714
695,1.8005,0,0.43406,0,0.16612,5.0074
696,8.2906,0,0.43406,0,1.446,4.5776
697,2.0884,0,3.0676,0,6.2454,2.2143
698,4.243,0,3.0676,0,1.6295,2.2143
699,0.81768,0,3.2898,0,3.3648,9.0108
700,2.7964,0,1.857,0,3.3648,3.5992
701,0.78845,0,2.5273,0,0.30011,3.0976
702,0.78845,0,2.0292,0,0.51533,0.85936
703,1.6519,0,2.5273,0,0.025218,3.0976
704,1.6519,0,1.3193,0,0.091369,1.1615
705,0.25564,0,1.9942,0,0.091369,2.041
706,0.25564,0,1.5943,0,0.25312,0.11502
707,4.0431,0,1.9942,0,0.25312,2.041
708,2.8061,0,1.9942,0,0.40958,2.9393
709,2.8061,0,4.8558,0,2.8486,1.4235
710,2.0351,0,4.8558,0,3.166,1.4235
711,0.6569,0,2.3872,0,0.21201,1.0547
712,0.6569,0,1.5051,0,0.21201,2.5875
713,3.1901,0,2.3872,0,0.35001,1.3222
714,1.6476,0,1.3677,0,0.2105,1.3222
715,0.6224,0,0.4652,0,0.2105,0.7245
716,0.40214,0,0.4652,0,3.2408,7.6727
717,0.40214,0,4.3411,0,2.0781,7.6727
718,3.8448,0,1.6718,0,1.7108,2.3783
719,0.54258,0,1.6718,0,2.0781,2.3783
720,0.54258,0,5.641,0,0.21381,6.603
721,1.2676,0,1.4802,0,0.37368,5.3392
722,1.2676,0,1.4802,0,0.37368,1.6668
723,2.4288,0,3.6843,0,0.34888,1.5174
724,0.6646,0,2.4992,0,0.34888,1.6668
725,0.83549,0,3.6843,0,1.9461,7.1026
726,0.83549,0,3.6843,0,1.9461,7.1026
727,2.7689,0,1.8963,0,0.66974,3.7715
728,0.75134,0,2.2286,0,0.66974,3.7715
729,0.75134,0,9.7137,0,0.52332,1.5804
730,0.6392,0,0.9841,0,0.52332,1.5804
731,0.6392,0,0.9841,0,0.31735,1.5198
732,0.53092,0,6.019,0,0.31735,0.37587
733,0.19006,0,2.5364,0,1.2394,1.8357
734,0.19006,0,0.2703,0,1.2394,3.8345
735,0.80028,0,0.2703,0,0.10225,1.31
736,0.80028,0,1.0424,0,1.132,1.31
737,3.2979,0,4.0045,0,1.132,1.533
738,4.5427,0,1.0548,0,0.14899,1.533
739,5.3468,0,1.0548,0,0.14899,4.2237
740,1.1748,0,0.20408,0,1.2826,4.2237
741,1.0525,0,0.20408,0,1.2826,1.7358
742,1.0525,0,1.0125,0,0.7349,1.7358
743,2.2781,0,1.0125,0,1.2902,0.38838
744,2.2781,0,3.241,0,0.66771,4.6206
745,7.5037,0,2.2369,0,1.0458,4.4673
746,1.6019,0,2.2369,0,1.0458,2.6578
747,7.5037,0,0.12629,0,0.13198,3.5129
748,0.36181,0,3.4534,0,0.68309,2.417
749,0.36181,0,0.94279,0,0.68309,8.0421
750,2.623,0,0.090747,0,0.51339,8.0421
751,0.99668,0,1.0689,0,1.1969,1.5218
752,0.99668,0,1.0689,0,1.1969,1.5218
753,1.3691,0,7.2893,0,0.19431,1.4927
754,1.3691,0,7.2893,0,1.1567,1.4927
755,7.1541,0,2.0289,0,1.1567,1.3961
756,6.7018,0,2.0289,0,0.1046,1.3961
757,2.0357,0,2.6678,0,1.7534,0.72852
758,4.362,0,3.6483,0,1.7534,3.3976
759,1.3231,0,1.6498,0,2.1283,1.2528
760,1.1378,0,1.6498,0,1.5706,5.3404
761,1.1378,0,2.5094,0,0.14526,0.92249
762,19.265,0,1.713,0,0.14526,0.92249
763,8.3749,0,2.5094,0,1.3826,6.3307
764,0.43685,0,2.5094,0,3.388,1.0095
765,0.43685,0,1.0512,0,3.388,2.1704
766,1.401,0,1.0512,0,3.8065,0.97541
767,4.1367,0,3.0359,0,1.5711,11.122
768,4.1367,0,3.0359,0,1.5711,9.4055
769,2.7329,0,0.34929,0,0.6528,5.629
770,0.11796,0,0.34929,0,0.89105,9.4055
771,0.11796,0,0.17306,0,0.89105,8.6625
772,1.145,0,0.17306,0,0.71915,0.19932
773,1.145,0,1.0798,0,0.71915,0.19932
774,0.13454,0,2.2751,0,0.83182,0.28741
775,0.13454,0,2.2751,0,0.1267,1.0651
776,1.7739,0,0.92004,0,1.582,1.0651
777,0.13039,0,0.92004,0,1.582,0.4079
778,1.1753,0,7.4652,0,0.17104,0.4079
779,1.1753,0,1.9538,0,0.050058,0.19792
780,0.72685,0,0.13806,0,0.050058,0.19792
781,0.75478,0,0.13806,0,0.36835,1.2914
782,0.75478,0,2.4163,0,0.076674,1.2914
783,5.5064,0,2.4163,0,0.076674,2.8223
784,5.4391,0,2.5159,0,0.31328,2.8223
785,1.9845,0,0.25633,0,0.062747,1.254
786,1.9845,0,1.8315,0,0.062747,1.254
787,1.9002,0,2.1734,0,2.0577,3.412
788,1.9002,0,0.26047,0,0.46784,3.412
789,2.0106,0,0.26047,0,0.46784,0.95287
790,2.8833,0,2.6271,0,1.1675,1.0013
791,1.9682,0,12.738,0,1.1675,1.0013
792,0.057871,0,8.2924,0,0.57715,0.51184
793,0.057871,0,7.3013,0,0.57715,5.1379
794,2.4251,0,0.11067,0,2.9653,5.1379
795,2.4251,0,0.11067,0,0.19766,1.7788
796,0.12827,0,6.1904,0,0.19766,0.79062
797,0.12827,0,1.4016,0,0.87399,1.7788
798,1.8697,0,1.4016,0,0.87399,1.7788
799,1.8697,0,1.4164,0,2.8108,1.9936
800,1.2182,0,1.4164,0,3.2013,6.3542
801,9.8272,0,3.5086,0,2.2798,4.4656
802,0.29186,0,2.0271,0,0.26646,1.1
803,0.29186,0,2.0271,0,2.2798,1.1
804,4.1146,0,3.7309,0,2.2798,1.0693
805,4.1146,0,3.7309,0,1.631,1.0693
806,2.3801,0,9.9528,0,1.6654,2.1453
807,1.6546,0,7.7892,0,0.88985,2.1453
808,1.6546,0,1.7701,0,1.6654,1.7313
809,1.9447,0,0.85031,0,1.6654,3.4677
810,5.6501,0,0.85031,0,0.30104,3.4677
811,2.7613,0,9.5357,0,0.30104,0.81396
812,2.018,0,0.092745,0,0.10716,0.81396
813,1.3469,0,0.092745,0,0.10716,3.4572
814,0.7637,0,0.02456,0,0.16247,3.4572
815,0.60079,0,0.02456,0,0.16247,1.9315
816,0.08846,0,2.9939,0,4.1646,1.9315
817,0.60079,0,2.9939,0,0.16677,0.00017512
818,0.60079,0,1.0979,0,0.16677,0.00017512
819,0.54256,0,0.76619,0,1.9138,9.136
820,0.12403,0,0.76619,0,1.9138,2.6634
821,0.12403,0,6.9802,0,1.1487,0.29589
822,0.36786,0,6.9802,0,0.56014,0.29589
823,0.36786,0,2.4248,0,0.56014,1.9998
824,1.4868,0,2.4248,0,0.090096,1.9998
825,1.4868,0,2.9687,0,0.090096,0.16907
826,3.2931,0,0.46899,0,0.33715,3.0178
827,3.2931,0,0.51134,0,0.33715,3.0178
828,0.0084925,0,0.51134,0,1.3517,5.8875
829,0.0084925,0,0.55501,0,2.7703,2.2302
830,6.4393,0,0.5309,0,2.0825,0.98049
831,8.5429,0,0.5309,0,2.2657,1.4343
832,5.629,0,1.8602,0,2.8523,0.11359
833,5.3006,0,0.25015,0,0.054637,0.11359
834,5.3006,0,0.25015,0,0.054637,0.7662
835,2.6461,0,1.3425,0,2.3901,3.7081
836,0.21083,0,1.3425,0,0.97906,3.7081
837,1.0811,0,1.9719,0,0.97906,0.75315
838,1.0811,0,0.22961,0,0.62342,7.3254
839,2.6325,0,0.22961,0,0.62342,5.6675
840,1.7713,0,9.0583,0,1.8411,6.0272
841,1.7713,0,2.4379,0,0.64596,1.3887
842,2.256,0,0.36245,0,0.64596,1.3887
843,2.256,0,0.36245,0,0.69406,8.1823
844,0.040986,0,2.9875,0,0.020978,2.8666
845,0.040986,0,1.8272,0,1.5453,5.0185
846,9.8224,0,2.9911,0,1.5453,5.0185
847,1.8623,0,1.5855,0,0.41695,0.7633
848,2.958,0,1.5855,0,0.41695,1.7955
849,1.7306,0,0.69301,0,2.5438,2.5546
850,0.80539,0,0.69301,0,2.9172,2.8187
851,1.1607,0,4.8248,0,1.2999,3.8672
852,1.1607,0,4.8248,0,1.2999,3.8672
853,6.6881,0,0.07196,0,0.68654,4.1414
854,0.62063,0,0.07196,0,0.68654,4.1414
855,3.1753,0,2.576,0,2.3322,1.4621
856,0.88971,0,2.576,0,5.1154,1.5635
857,1.1531,0,2.3455,0,1.4197,5.6251
858,1.1531,0,2.3455,0,1.4197,2.6656
859,3.7035,0,0.4703,0,4.4659,2.0845
860,3.7035,0,0.4703,0,0.35353,2.0845
861,8.0698,0,4.9534,0,1.3185,6.0697
862,3.5794,0,1.7112,0,0.14344,0.33543
863,3.5794,0,1.7071,0,0.14344,3.8854
864,4.3505,0,0.12111,0,2.1704,2.4728
865,1.7156,0,0.12111,0,2.5887,3.8854
866,0.60303,0,3.2682,0,3.6808,3.311
867,1.7156,0,3.2682,0,0.9214,0.63694
868,2.0716,0,0.61108,0,0.61546,0.63694
869,0.025858,0,0.32418,0,0.61546,2.3945
870,2.0716,0,0.32418,0,2.7971,7.2911
871,2.0716,0,2.7357,0,0.41673,7.2911
872,1.528,0,1.8124,0,2.8439,0.035584
873,1.528,0,1.8124,0,0.080654,0.035584
874,1.2789,0,0.094301,0,0.080654,1.0082
875,0.27896,0,1.2588,0,1.7448,1.0082
876,0.27896,0,1.2588,0,2.4375,0.18238
877,2.869,0,2.0139,0,0.99458,0.18238
878,1.2501,0,2.0139,0,1.2012,2.3967
879,1.2501,0,3.6476,0,1.2012,3.0142
880,0.93917,0,6.4825,0,1.6994,3.0142
881,3.9572,0,6.4825,0,1.8068,4.6469
882,3.9572,0,0.80967,0,0.51906,0.833
883,2.654,0,0.80967,0,0.51906,0.833
884,2.654,0,3.2759,0,1.8229,0.11941
885,1.7268,0,3.2759,0,1.8229,2.8638
886,1.0366,0,12.03,0,0.29957,3.1279
887,1.0366,0,2.7319,0,0.29957,3.1279
888,0.67377,0,2.7319,0,0.37876,4.0052
889,0.65042,0,1.0839,0,0.37876,4.0052
890,0.65042,0,1.0839,0,0.87418,0.64599
891,0.26758,0,7.2214,0,0.11326,5.5912
892,0.44116,0,10.943,0,0.11326,5.5912
893,0.44116,0,0.11799,0,0.991,0.79669
894,0.15114,0,2.4318,0,2.2743,0.79669
895,1.7121,0,2.4318,0,0.9818,5.6039
896,0.91177,0,1.2044,0,2.2743,6.5347
897,1.045,0,1.2044,0,0.63546,4.4359
898,1.045,0,3.3048,0,0.84927,1.3473
899,0.43896,0,3.3048,0,1.5511,4.4359
900,0.43896,0,0.38278,0,1.5511,2.5448
901,2.3712,0,1.8686,0,1.1347,1.4919
902,2.3712,0,0.4246,0,6.5153,2.5657
903,0.71855,0,0.4246,0,0.98161,4.2642
904,2.3332,0,2.0612,0,6.0202,1.5079
905,0.95019,0,1.6991,0,0.17204,1.5079
906,0.95019,0,1.6991,0,4.2893,4.4109
907,3.7587,0,0.071228,0,1.2306,1.1651
908,3.7587,0,3.7342,0,1.2306,4.4109
909,0.04853,0,0.23577,0,2.6558,4.4109
910,0.04853,0,6.0193,0,1.5857,1.7939
911,1.3647,0,2.0526,0,0.70523,1.9
912,1.3647,0,0.51821,0,0.063681,1.9
913,1.8294,0,0.51821,0,0.063681,5.897
914,1.8294,0,0.98475,0,0.59958,8.079
915,0.53248,0,0.98475,0,0.45968,0.18775
916,1.369,0,1.2643,0,0.45968,0.18775
917,1.369,0,1.2643,0,2.5888,2.8593
918,4.9422,0,5.3733,0,2.2251,4.9757
919,0.30357,0,7.0768,0,0.0069238,4.9757
920,5.6313,0,3.6355,0,2.0151,9.4165
921,5.6313,0,3.0873,0,1.5357,9.4165
922,1.5061,0,3.0873,0,1.5357,12.415
923,2.0335,0,2.6126,0,1.0907,9.2738
924,2.0335,0,2.6126,0,0.21596,3.6781
925,1.9727,0,1.2872,0,0.21596,2.2696
926,1.9727,0,1.2872,0,1.1527,2.2696
927,3.0537,0,1.5169,0,1.1527,2.0321
928,2.9408,0,1.5169,0,0.56757,2.0321
929,2.9408,0,5.8589,0,0.56757,13.709
930,0.46984,0,1.4165,0,0.33904,6.5031
931,0.031905,0,1.6308,0,1.2492,13.604
932,0.031905,0,1.6308,0,1.2492,2.5698
933,2.3878,0,0.6299,0,2.0914,2.5698
934,0.039486,0,2.6963,0,1.8315,2.6682
935,2.3945,0,2.6963,0,1.3884,2.6682
936,1.0163,0,2.1541,0,0.49787,0.069924
937,1.0163,0,4.0914,0,0.49787,0.069924
938,5.0944,0,4.0914,0,5.1007,6.8678
939,5.0944,0,2.5671,0,5.1007,3.8786
940,1.2274,0,0.29644,0,1.1049,2.6803
941,1.2274,0,0.29644,0,1.3912,0.85142
942,1.7553,0,4.6595,0,0.061085,0.85142
943,1.8825,0,1.7723,0,0.061085,1.9858
944,1.8825,0,1.324,0,1.6887,6.9976
945,2.7255,0,1.7723,0,1.1985,7.618
946,2.7255,0,1.0854,0,0.06216,3.7699
947,0.45288,0,0.071672,0,0.06216,6.6011
948,0.45288,0,1.7723,0,0.36289,0.61144
949,5.0801,0,1.7723,0,0.047077,0.12481
950,0.95526,0,0.92534,0,0.047077,0.12481
951,5.9742,0,3.4257,0,0.76079,6.0294
952,0.39495,0,3.4257,0,0.76079,0.89488
953,0.39495,0,5.5152,0,1.6279,0.89488
954,0.17146,0,13.134,0,0.24148,0.35496
955,0.17146,0,2.2471,0,1.6279,0.35496
956,3.4268,0,2.2471,0,1.6279,0.84781
957,0.93869,0,0.92911,0,1.5935,0.025309
958,0.29617,0,0.92911,0,0.83715,2.5854
959,0.016845,0,1.0848,0,0.83715,2.5854
960,0.016845,0,1.0848,0,0.81225,4.0791
961,1.0963,0,2.3318,0,0.81225,4.0791
